IDX	,	ID	,	FORM_NAME	,	TEXT_KOREA	,	TEXT_CHINA	,	TEXT_ENGLISH	,	TEXT_VIETNAM
784	,	BtnTitleVacuumOffDelayTime	,	CFormTeachVacuum	,	파기 후 안정화 시간	,	BLOW AFTER DEALY TIME	,	BLOW AFTER DEALY TIME	,	BLOW AFTER DEALY TIME
785	,	BtnVacuum	,	CFormTeachVacuum	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
786	,	BtnBlow	,	CFormTeachVacuum	,	파기	,	BLOW	,	BLOW	,	BLOW
787	,	BtnTitleVacuumInput	,	CFormTeachVacuum	,	진공 입력	,	VACUUM INPUT	,	VACUUM INPUT	,	VACUUM INPUT
788	,	BtnTitleVacuumAnalogInput	,	CFormTeachVacuum	,	진공 아날로그 입력	,	VACUUM ANALOG INPUT	,	VACUUM ANALOG INPUT	,	VACUUM ANALOG INPUT
789	,	BtnTitleVacuumOutput	,	CFormTeachVacuum	,	진공 출력	,	VACUUM OUTPUT	,	VACUUM OUTPUT	,	VACUUM OUTPUT
790	,	BtnTitleBlowOutput	,	CFormTeachVacuum	,	파기 출력	,	BLOW OUTPUT	,	BLOW OUTPUT	,	BLOW OUTPUT
791	,	BtnOutputLock	,	CFormTeachVacuum	,	출력 잠금	,	OUTPUT LOCK	,	OUTPUT LOCK	,	OUTPUT LOCK
792	,	BtnSave	,	CFormTeachVacuum	,	저장	,	SAVE	,	SAVE	,	SAVE
793	,	BtnTitleAxisName	,	CFormTeachData	,	축 이름	,	AXIS NAME	,	AXIS NAME	,	AXIS NAME
794	,	BtnServo	,	CFormTeachData	,	서보	,	SERVO	,	SERVO	,	SERVO
795	,	BtnTitleCurrentPosition	,	CFormTeachData	,	현재 위치	,	CURRENT POSITION	,	CURRENT POSITION	,	CURRENT POSITION
796	,	BtnHome	,	CFormTeachData	,	원점 복귀	,	ORIGIN	,	ORIGIN	,	ORIGIN
797	,	BtnAlarm	,	CFormTeachData	,	알람	,	ALARM	,	ALARM	,	ALARM
798	,	BtnInposition	,	CFormTeachData	,	인포지션	,	INPOSITION	,	INPOSITION	,	INPOSITION
799	,	BtnPositionMove	,	CFormTeachData	,	위치 이동	,	POSITION MOVE	,	POSITION MOVE	,	POSITION MOVE
800	,	BtnTitleJog	,	CFormTeachData	,	조그	,	JOG	,	JOG	,	JOG
801	,	BtnFastJogMode	,	CFormTeachData	,	빠른 조그	,	FAST JOG	,	FAST JOG	,	FAST JOG
802	,	BtnSlowJogMode	,	CFormTeachData	,	느린 조그	,	SLOW JOG	,	SLOW JOG	,	SLOW JOG
803	,	BtnJogMovePlus	,	CFormTeachData	,	조그 이동 ( + )	,	JOG MOVE ( + )	,	JOG MOVE ( + )	,	JOG MOVE ( + )
804	,	BtnJogMoveMinus	,	CFormTeachData	,	조그 이동 ( - )	,	JOG MOVE ( - )	,	JOG MOVE ( - )	,	JOG MOVE ( - )
805	,	BtnTitleRelativeMoveValue	,	CFormTeachData	,	상대 이동값	,	RELATIVE VALUE	,	RELATIVE VALUE	,	RELATIVE VALUE
806	,	BtnRelativeMovePlus	,	CFormTeachData	,	상대 이동 ( + )	,	RELATIVE MOVE ( + )	,	RELATIVE MOVE ( + )	,	RELATIVE MOVE ( + )
807	,	BtnRelativeMoveMinus	,	CFormTeachData	,	상대 이동 ( - )	,	RELATIVE MOVE ( - )	,	RELATIVE MOVE ( - )	,	RELATIVE MOVE ( - )
808	,	BtnStop	,	CFormTeachData	,	정지	,	STOP	,	STOP	,	STOP
809	,	BtnMinusLimit	,	CFormTeachData	,	리미트 ( - )	,	LIMIT ( - )	,	LIMIT ( - )	,	LIMIT ( - )
810	,	BtnHomeSensor	,	CFormTeachData	,	홈 센서	,	HOME SENSOR	,	HOME SENSOR	,	HOME SENSOR
811	,	BtnPlusLimit	,	CFormTeachData	,	리미트 ( + )	,	LIMIT ( + )	,	LIMIT ( + )	,	LIMIT ( + )
812	,	BtnTargetPositionMove	,	CFormTeachData	,	절대 위치 이동	,	TARGET POSITION MOVE	,	TARGET POSITION MOVE	,	TARGET POSITION MOVE
813	,	lblTitleServoLoadRatio	,	CFormTeachData	,	서보 부하율	,	SERVO LOAD RATIO	,	SERVO LOAD RATIO	,	SERVO LOAD RATIO
814	,	lblTitleCurrentVelocity	,	CFormTeachData	,	현재 동작 속도	,	CURRENT MOVE VELOCITY	,	CURRENT MOVE VELOCITY	,	CURRENT MOVE VELOCITY
815	,	BtnPositionJog	,	CFormTeachData	,	위치 이동 (조그)	,	POSITION MOVE (JOG)	,	POSITION MOVE (JOG)	,	POSITION MOVE (JOG)
816	,	BtnSave	,	CFormTeachData	,	저장	,	SAVE	,	SAVE	,	SAVE
817	,	BtnTitle	,	CFormTeachInShuttle	,	IN셔틀	,	IN-SHUTTLE	,	IN-SHUTTLE	,	IN-SHUTTLE
818	,	BtnMotorStageX	,	CFormTeachInShuttle	,	스테이지 X1	,	STAGE X1	,	STAGE X1	,	STAGE X1
819	,	BtnTitlePosition	,	CFormTeachInShuttle	,	위치	,	POSITION	,	POSITION	,	Vị trí 
820	,	BtnPrevPosition	,	CFormTeachInShuttle	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
821	,	BtnNextPosition	,	CFormTeachInShuttle	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
822	,	BtnTitleBatchMove	,	CFormTeachInShuttle	,	일괄 이동	,	BATCH MOVE	,	BATCH MOVE	,	Vận hành đồng loạt 
823	,	BtnPrevBatch	,	CFormTeachInShuttle	,	이전	,	NEXT	,	NEXT	,	NEXT
824	,	BtnNextBatch	,	CFormTeachInShuttle	,	다음	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
825	,	BtnBatchCmdScanProcess	,	CFormTeachInShuttle	,	스캔 공정 (간이 광학계)	,	SCAN PROCESS (SUB-OPTICS)	,	SCAN PROCESS (SUB-OPTICS)	,	SCAN PROCESS (SUB-OPTICS)
826	,	BtnBatchCmdAlignProcess	,	CFormTeachInShuttle	,	얼라인 공정	,	ALIGN PROCESS	,	ALIGN PROCESS	,	ALIGN PROCESS
827	,	BtnBatchCmdMoveLoadPosition	,	CFormTeachInShuttle	,	투입 위치 이동 (상류설비)	,	MOVE LOAD POSITION (UPPER-EQUIPMENT)	,	MOVE LOAD POSITION (UPPER-EQUIPMENT)	,	MOVE LOAD POSITION (UPPER-EQUIPMENT)
828	,	BtnBatchCmdMoveScanStartWaitPosition	,	CFormTeachInShuttle	,	스캔 시작 대기 위치 이동	,	MOVE SCAN START WAIT POSITION	,	MOVE SCAN START WAIT POSITION	,	MOVE SCAN START WAIT POSITION
829	,	BtnBatchCmdMoveScanTriggerStartPosition	,	CFormTeachInShuttle	,	스캔 트리거 시작 위치 이동	,	MOVE SCAN TRIGGER START POSITION	,	MOVE SCAN TRIGGER START POSITION	,	MOVE SCAN TRIGGER START POSITION
830	,	BtnBatchCmdMoveScanTriggerEndPosition	,	CFormTeachInShuttle	,	스캔 트리거 종료 위치 이동	,	MOVE SCAN TRIGGER END POSITION	,	MOVE SCAN TRIGGER END POSITION	,	MOVE SCAN TRIGGER END POSITION
831	,	BtnBatchCmdMoveAlignPosition	,	CFormTeachInShuttle	,	얼라인 위치 이동	,	MOVE ALIGN POSITION	,	MOVE ALIGN POSITION	,	MOVE ALIGN POSITION
832	,	BtnBatchCmdMoveUnloadPosition	,	CFormTeachInShuttle	,	배출 위치 이동 (IN로봇)	,	MOVE UNLOAD POSITION (IN-ROBOT)	,	MOVE UNLOAD POSITION (IN-ROBOT)	,	MOVE UNLOAD POSITION (IN-ROBOT)
833	,	BtnTitleActuator	,	CFormTeachInShuttle	,	동작	,	ACTUATOR	,	ACTUATOR	,	Vận hành
834	,	UcTeachVacuum1_DeviceName	,	CFormTeachInShuttle	,	P1	,	P1	,	P1	,	P1
835	,	UcTeachVacuum1_Vacuum	,	CFormTeachInShuttle	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
836	,	UcTeachVacuum1_Blow	,	CFormTeachInShuttle	,	파기	,	BLOW	,	BLOW	,	BLOW
837	,	UcTeachVacuum1_Sensor	,	CFormTeachInShuttle	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
838	,	UcTeachVacuum2_DeviceName	,	CFormTeachInShuttle	,	P2	,	P2	,	P2	,	P2
839	,	UcTeachVacuum2_Vacuum	,	CFormTeachInShuttle	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
840	,	UcTeachVacuum2_Blow	,	CFormTeachInShuttle	,	파기	,	BLOW	,	BLOW	,	BLOW
841	,	UcTeachVacuum2_Sensor	,	CFormTeachInShuttle	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
842	,	BtnUseBlowAutoOff	,	CFormTeachInShuttle	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
843	,	LblTitleAlignData	,	CFormTeachInShuttle	,	[IN셔틀] 얼라인 결과 데이터	,	[IN-SHUTTLE] ALIGN RESULT DATA	,	[IN-SHUTTLE] ALIGN RESULT DATA	,	[IN-SHUTTLE] ALIGN RESULT DATA
844	,	BtnTitle	,	CFormTeachInRobot	,	IN로봇	,	IN-ROBOT	,	IN-ROBOT	,	IN-ROBOT
845	,	BtnTitleBatchMove	,	CFormTeachInRobot	,	일괄 동작	,	BATCH MOVE	,	BATCH MOVE	,	BATCH MOVE
846	,	BtnMotorNachiP1	,	CFormTeachInRobot	,	[P1] 로드 (IN셔틀)	,	[P1] LOAD (IN-SHUTTLE)	,	[P1] LOAD (IN-SHUTTLE)	,	[P1] LOAD (IN-SHUTTLE)
847	,	BtnMotorNachiP3	,	CFormTeachInRobot	,	[P3] MCR	,	[P3] MCR	,	[P3] MCR	,	[P3] MCR
848	,	BtnMotorNachiP4	,	CFormTeachInRobot	,	[P4] 언로드 (검사스테이지)	,	[P4] UNLOAD (INSPECTION-STAGE)	,	[P4] UNLOAD (INSPECTION-STAGE)	,	[P4] UNLOAD (INSPECTION-STAGE)
849	,	BtnTitlePosition	,	CFormTeachInRobot	,	위치	,	POSITION	,	POSITION	,	POSITION
850	,	BtnBatchCmdLoadGet	,	CFormTeachInRobot	,	[GET] 로드 공정 (IN셔틀)	,	[GET] LOAD PROCESS (IN-SHUTTLE)	,	[GET] LOAD PROCESS (IN-SHUTTLE)	,	[GET] LOAD PROCESS (IN-SHUTTLE)
851	,	BtnBatchCmdLoadPut	,	CFormTeachInRobot	,	[PUT] 로드 공정 (IN셔틀)	,	[PUT] LOAD PROCESS (IN-SHUTTLE)	,	[PUT] LOAD PROCESS (IN-SHUTTLE)	,	[PUT] LOAD PROCESS (IN-SHUTTLE)
852	,	BtnBatchCmdAlignZeroSend	,	CFormTeachInRobot	,	얼라인 데이터 리셋 전송	,	ALIGN ZERO DATA SEND	,	ALIGN ZERO DATA SEND	,	ALIGN ZERO DATA SEND
853	,	BtnBatchCmdAlignSend	,	CFormTeachInRobot	,	얼라인 데이터 전송	,	ALIGN DATA SEND	,	ALIGN DATA SEND	,	ALIGN DATA SEND
854	,	BtnBatchCmdAlign_Verification_Process	,	CFormTeachInRobot	,	[얼라인 검증] 얼라인 ▶ 투입/배출 ▶ 얼라인  (보정값 반영)	,	[ALIGN VERIFICATION] Align ▶ Pick/Place ▶ Align (Apply Offset)	,	[ALIGN VERIFICATION] Align ▶ Pick/Place ▶ Align (Apply Offset)	,	[ALIGN VERIFICATION] Align ▶ Pick/Place ▶ Align (Apply Offset)
855	,	BtnBatchCmdRobot_Verification_Process	,	CFormTeachInRobot	,	[로봇 검증] 얼라인 ▶ 투입/배출 ▶ 얼라인 (보정값 미반영)	,	[ROBOT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)	,	[ROBOT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)	,	[ROBOT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)
856	,	BtnBatchCmdAlign_Verification_Process2	,	CFormTeachInRobot	,	[얼라인 반복 검증] 투입/배출(Offset) ▶ 얼라인 ▶ 투입/배출 ▶ 얼라인  (보정값 반영)	,	[ALIGN REPEAT VERIFICATION] Pick/Place(Offset) ▶ Align ▶ Pick/Place ▶ Align (Apply Offset)	,	[ALIGN REPEAT VERIFICATION] Pick/Place(Offset) ▶ Align ▶ Pick/Place ▶ Align (Apply Offset)	,	[ALIGN REPEAT VERIFICATION] Pick/Place(Offset) ▶ Align ▶ Pick/Place ▶ Align (Apply Offset)
857	,	BtnBatchCmdRobot_Verification_Process2	,	CFormTeachInRobot	,	[로봇 반복 검증] 얼라인 ▶ 투입/배출 ▶ 얼라인 (보정값 미반영)	,	[ROBOT REPEAT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)	,	[ROBOT REPEAT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)	,	[ROBOT REPEAT VERIFICATION] Align ▶ Pick/Place ▶ Align (Zero Offset)
858	,	BtnBatchCmdAlignCalibration	,	CFormTeachInRobot	,	얼라인 캘리브레이션	,	ALIGN CALIBRATION	,	ALIGN CALIBRATION	,	ALIGN CALIBRATION
859	,	BtnBatchCmdMcrPut	,	CFormTeachInRobot	,	[PUT] MCR 공정	,	[PUT] MCR PROCESS	,	[PUT] MCR PROCESS	,	[PUT] MCR PROCESS
860	,	BtnBatchCmdUnloadGet	,	CFormTeachInRobot	,	[GET] 언로드 공정 (검사스테이지)	,	[GET] UNLOAD PROCESS (INSPECTION-STAGE)	,	[GET] UNLOAD PROCESS (INSPECTION-STAGE)	,	[GET] UNLOAD PROCESS (INSPECTION-STAGE)
861	,	BtnBatchCmdUnloadPut	,	CFormTeachInRobot	,	[PUT] 언로드 공정 (검사스테이지)	,	[PUT] UNLOAD PROCESS (INSPECTION-STAGE)	,	[PUT] UNLOAD PROCESS (INSPECTION-STAGE)	,	[PUT] UNLOAD PROCESS (INSPECTION-STAGE)
862	,	LblTitleAlignData	,	CFormTeachInRobot	,	[IN셔틀] 얼라인 결과 데이터	,	[IN-SHUTTLE] ALIGN RESULT DATA	,	[IN-SHUTTLE] ALIGN RESULT DATA	,	[IN-SHUTTLE] ALIGN RESULT DATA
863	,	LblTitleOffsetData	,	CFormTeachInRobot	,	[IN로봇] 적용 오프셋 데이터	,	[IN-ROBOT] APPLY OFFSET DATA	,	[IN-ROBOT] APPLY OFFSET DATA	,	[IN-ROBOT] APPLY OFFSET DATA
864	,	LblTitleMcrData	,	CFormTeachInRobot	,	MCR 데이터	,	MCR DATA	,	MCR DATA	,	MCR DATA
865	,	BtnTitleActuator	,	CFormTeachInRobot	,	동작	,	ACTUATOR	,	ACTUATOR	,	ACTUATOR
866	,	UcTeachVacuum1_DeviceName	,	CFormTeachInRobot	,	P1	,	P1	,	P1	,	P1
867	,	UcTeachVacuum1_Vacuum	,	CFormTeachInRobot	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
868	,	UcTeachVacuum1_Blow	,	CFormTeachInRobot	,	파기	,	BLOW	,	BLOW	,	BLOW
869	,	UcTeachVacuum1_Sensor	,	CFormTeachInRobot	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
870	,	UcTeachVacuum2_DeviceName	,	CFormTeachInRobot	,	P2	,	P2	,	P2	,	P2
871	,	UcTeachVacuum2_Vacuum	,	CFormTeachInRobot	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
872	,	UcTeachVacuum2_Blow	,	CFormTeachInRobot	,	파기	,	BLOW	,	BLOW	,	BLOW
873	,	UcTeachVacuum2_Sensor	,	CFormTeachInRobot	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
874	,	UcTeachCylinder1_DeviceName	,	CFormTeachInRobot	,	P1 실린더	,	P1 CYLINDER	,	P1 CYLINDER	,	P1 CYLINDER
875	,	UcTeachCylinder1_Action1	,	CFormTeachInRobot	,	복귀	,	RETURN	,	RETURN	,	RETURN
876	,	UcTeachCylinder1_Action2	,	CFormTeachInRobot	,	회전	,	TURN	,	TURN	,	TURN
877	,	UcTeachCylinder2_DeviceName	,	CFormTeachInRobot	,	P2 실린더	,	P2 CYLINDER	,	P2 CYLINDER	,	P2 CYLINDER
878	,	UcTeachCylinder2_Action1	,	CFormTeachInRobot	,	복귀	,	RETURN	,	RETURN	,	RETURN
879	,	UcTeachCylinder2_Action2	,	CFormTeachInRobot	,	회전	,	TURN	,	TURN	,	TURN
880	,	BtnUseBlowAutoOff	,	CFormTeachInRobot	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
881	,	BtnTitleOperationStatus	,	CFormTeachInRobot	,	동작 상태	,	OPERATION STATUS	,	OPERATION STATUS	,	OPERATION STATUS
882	,	BtnTeachMode	,	CFormTeachInRobot	,	티치 모드	,	TEACH MODE	,	TEACH MODE	,	TEACH MODE
883	,	BtnPlayBackMode	,	CFormTeachInRobot	,	오토 모드	,	AUTO MODE	,	AUTO MODE	,	AUTO MODE
884	,	BtnRunningU1	,	CFormTeachInRobot	,	RUNNING U1	,	RUNNING U1	,	RUNNING U1	,	RUNNING U1
885	,	BtnUnderStopping	,	CFormTeachInRobot	,	UNDER STOP	,	UNDER STOP	,	UNDER STOP	,	UNDER STOP
886	,	BtnServoReady	,	CFormTeachInRobot	,	서보	,	SERVO	,	SERVO	,	SERVO
887	,	BtnHomePosition	,	CFormTeachInRobot	,	홈	,	HOME	,	HOME	,	HOME
888	,	BtnAlarm	,	CFormTeachInRobot	,	알람	,	ALARM	,	ALARM	,	ALARM
889	,	BtnInposition	,	CFormTeachInRobot	,	인포지션	,	INPOSITION	,	INPOSITION	,	INPOSITION
890	,	BtnBatteryWarning	,	CFormTeachInRobot	,	배터리 경고	,	BATTERY WARNING	,	BATTERY WARNING	,	BATTERY WARNING
891	,	BtnTitleAction	,	CFormTeachInRobot	,	동작	,	OPERATION	,	OPERATION	,	OPERATION
892	,	BtnStop	,	CFormTeachInRobot	,	정지	,	STOP	,	STOP	,	STOP
893	,	BtnPause	,	CFormTeachInRobot	,	일시 정지	,	PAUSE	,	PAUSE	,	PAUSE
894	,	BtnManualMode	,	CFormTeachInRobot	,	매뉴얼 모드	,	MANUAL MODE	,	MANUAL MODE	,	MANUAL MODE
895	,	BtnMotorInitialize	,	CFormTeachInRobot	,	로봇 초기화	,	ROBOT INITIALIZE	,	ROBOT INITIALIZE	,	ROBOT INITIALIZE
896	,	BtnPositionMove	,	CFormTeachInRobot	,	위치 이동	,	POSITION MOVE	,	POSITION MOVE	,	POSITION MOVE
897	,	BtnSave	,	CFormTeachInRobot	,	저장	,	SAVE	,	SAVE	,	SAVE
898	,	BtnPrevPosition	,	CFormTeachInRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
899	,	BtnNextPosition	,	CFormTeachInRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
900	,	BtnPrevBatch	,	CFormTeachInRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
901	,	BtnNextBatch	,	CFormTeachInRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
902	,	LblTitleJcmMode	,	CFormTeachInRobot	,	JCM 모드 메뉴	,	JCM MODE MENU	,	JCM MODE MENU	,	JCM MODE MENU
903	,	BtnSubTitleJcmModeCheckTeaching	,	CFormTeachInRobot	,	티칭 확인 위치 선택	,	SELECT CHECK TEACHING	,	SELECT CHECK TEACHING	,	SELECT CHECK TEACHING
904	,	BtnSubTitleJcmModeOffset	,	CFormTeachInRobot	,	오프셋 설정	,	SET OFFSET	,	SET OFFSET	,	SET OFFSET
905	,	BtnJcmCmdT1	,	CFormTeachInRobot	,	「T1」	,	「T1」	,	「T1」	,	「T1」
906	,	BtnJcmCmdT2	,	CFormTeachInRobot	,	「T2」	,	「T2」	,	「T2」	,	「T2」
907	,	BtnJcmCmdT3	,	CFormTeachInRobot	,	「T3」	,	「T3」	,	「T3」	,	「T3」
908	,	BtnJcmCmdT4	,	CFormTeachInRobot	,	「T4」	,	「T4」	,	「T4」	,	「T4」
909	,	BtnJcmCmdT12	,	CFormTeachInRobot	,	「T1_T2」: 동시	,	「T1_T2」: AtOnce	,	「T1_T2」: AtOnce	,	「T1_T2」: AtOnce
910	,	BtnJcmCmdT34	,	CFormTeachInRobot	,	「T3_T4」: 동시	,	「T3_T4」: AtOnce	,	「T3_T4」: AtOnce	,	「T3_T4」: AtOnce
911	,	BtnJcmCmdCrossing_T1_S2	,	CFormTeachInRobot	,	「T1 + S2」: 교차	,	「T1 + S2」: Crossing	,	「T1 + S2」: Crossing	,	「T1 + S2」: Crossing
912	,	BtnJcmCmdCrossing_T2_S1	,	CFormTeachInRobot	,	「T2 + S1」: 교차	,	「T2 + S1」: Crossing	,	「T2 + S1」: Crossing	,	「T2 + S1」: Crossing
913	,	BtnJcmCmdCrossing_T3_S4	,	CFormTeachInRobot	,	「T3 + S4」: 교차	,	「T3 + S4」: Crossing	,	「T3 + S4」: Crossing	,	「T3 + S4」: Crossing
914	,	BtnJcmCmdCrossing_T4_S3	,	CFormTeachInRobot	,	「T4 + S3」: 교차	,	「T4 + S3」: Crossing	,	「T4 + S3」: Crossing	,	「T4 + S3」: Crossing
915	,	BtnJcmCmdCrossing_T12_S34	,	CFormTeachInRobot	,	「T1_T2 + S3_S4」: 동시 && 교차	,	「T1_T2 + S3_S4」: AtOnce && Crossing	,	「T1_T2 + S3_S4」: AtOnce && Crossing	,	「T1_T2 + S3_S4」: AtOnce && Crossing
916	,	BtnJcmCmdCrossing_T34_S12	,	CFormTeachInRobot	,	「T3_T4 + S1_S2」: 동시 && 교차	,	「T3_T4 + S1_S2」: AtOnce && Crossing	,	「T3_T4 + S1_S2」: AtOnce && Crossing	,	「T3_T4 + S1_S2」: AtOnce && Crossing
917	,	BtnJcmModeSave	,	CFormTeachInRobot	,	저장	,	SAVE	,	SAVE	,	SAVE
918	,	BtnJcmModeNoSave	,	CFormTeachInRobot	,	취소	,	CANCEL	,	CANCEL	,	CANCEL
919	,	BtnJcmMode	,	CFormTeachInRobot	,	JCM 모드	,	JCM MODE	,	JCM MODE	,	JCM MODE
920	,	BtnPrevJcm	,	CFormTeachInRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
921	,	BtnNextJcm	,	CFormTeachInRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
922	,	BtnTitle	,	CFormTeachInspStage	,	검사스테이지	,	INSPECTION-STAGE	,	INSPECTION-STAGE	,	INSPECTION-STAGE
923	,	BtnMotorStageX	,	CFormTeachInspStage	,	스테이지 Y	,	STAGE Y	,	STAGE Y	,	STAGE Y
924	,	BtnTitlePosition	,	CFormTeachInspStage	,	위치	,	POSITION	,	POSITION	,	Vị trí 
925	,	BtnPrevPosition	,	CFormTeachInspStage	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
926	,	BtnNextPosition	,	CFormTeachInspStage	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
927	,	BtnTitleBatchMove	,	CFormTeachInspStage	,	일괄 이동	,	BATCH MOVE	,	BATCH MOVE	,	Vận hành đồng loạt 
928	,	BtnPrevBatch	,	CFormTeachInspStage	,	이전	,	NEXT	,	NEXT	,	NEXT
929	,	BtnNextBatch	,	CFormTeachInspStage	,	다음	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
930	,	BtnBatchCmdGrabProcess	,	CFormTeachInspStage	,	그랩 공정	,	GRAB PROCESS	,	GRAB PROCESS	,	GRAB PROCESS
931	,	BtnBatchCmdMoveLoadPosition	,	CFormTeachInspStage	,	투입 위치 이동 (IN로봇)	,	MOVE LOAD POSITION (IN-ROBOT)	,	MOVE LOAD POSITION (IN-ROBOT)	,	MOVE LOAD POSITION (IN-ROBOT)
932	,	BtnBatchCmdMoveGrabP1Position	,	CFormTeachInspStage	,	P1 그랩 위치 이동	,	MOVE P1 GRAB POSITION	,	MOVE P1 GRAB POSITION	,	MOVE P1 GRAB POSITION
933	,	BtnBatchCmdMoveGrabP2Position	,	CFormTeachInspStage	,	P2 그랩 위치 이동	,	MOVE P2 GRAB POSITION	,	MOVE P2 GRAB POSITION	,	MOVE P2 GRAB POSITION
934	,	BtnBatchCmdMoveUnloadPosition	,	CFormTeachInspStage	,	배출 위치 이동 (OUT로봇)	,	MOVE UNLOAD POSITION (OUT-ROBOT)	,	MOVE UNLOAD POSITION (OUT-ROBOT)	,	MOVE UNLOAD POSITION (OUT-ROBOT)
935	,	BtnTitleActuator	,	CFormTeachInspStage	,	동작	,	ACTUATOR	,	ACTUATOR	,	Vận hành
936	,	UcTeachVacuum1_DeviceName	,	CFormTeachInspStage	,	P1	,	P1	,	P1	,	P1
937	,	UcTeachVacuum1_Vacuum	,	CFormTeachInspStage	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
938	,	UcTeachVacuum1_Blow	,	CFormTeachInspStage	,	파기	,	BLOW	,	BLOW	,	BLOW
939	,	UcTeachVacuum1_Sensor	,	CFormTeachInspStage	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
940	,	UcTeachVacuum2_DeviceName	,	CFormTeachInspStage	,	P2	,	P2	,	P2	,	P2
941	,	UcTeachVacuum2_Vacuum	,	CFormTeachInspStage	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
942	,	UcTeachVacuum2_Blow	,	CFormTeachInspStage	,	파기	,	BLOW	,	BLOW	,	BLOW
943	,	UcTeachVacuum2_Sensor	,	CFormTeachInspStage	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
944	,	BtnUseBlowAutoOff	,	CFormTeachInspStage	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
945	,	BtnTitle	,	CFormTeachOutRobot	,	OUT로봇	,	OUT-ROBOT	,	OUT-ROBOT	,	OUT-ROBOT
946	,	BtnTitleBatchMove	,	CFormTeachOutRobot	,	일괄 동작	,	BATCH MOVE	,	BATCH MOVE	,	BATCH MOVE
947	,	BtnMotorNachiP1	,	CFormTeachOutRobot	,	[P1] 로드 (검사스테이지)	,	[P1] LOAD (INSPECTION-STAGE)	,	[P1] LOAD (INSPECTION-STAGE)	,	[P1] LOAD (INSPECTION-STAGE)
948	,	BtnMotorNachiP4	,	CFormTeachOutRobot	,	[P4] 언로드 (아웃플립)	,	[P4] UNLOAD (OUT-FLIP)	,	[P4] UNLOAD (OUT-FLIP)	,	[P4] UNLOAD (OUT-FLIP)
949	,	BtnTitlePosition	,	CFormTeachOutRobot	,	위치	,	POSITION	,	POSITION	,	POSITION
950	,	BtnBatchCmdLoadGet	,	CFormTeachOutRobot	,	[GET] 로드 공정 (검사스테이지)	,	[GET] LOAD PROCESS (INSPECTION-STAGE)	,	[GET] LOAD PROCESS (INSPECTION-STAGE)	,	[GET] LOAD PROCESS (INSPECTION-STAGE)
951	,	BtnBatchCmdLoadPut	,	CFormTeachOutRobot	,	[PUT] 로드 공정 (검사스테이지)	,	[PUT] LOAD PROCESS (INSPECTION-STAGE)	,	[PUT] LOAD PROCESS (INSPECTION-STAGE)	,	[PUT] LOAD PROCESS (INSPECTION-STAGE)
952	,	BtnBatchCmdUnloadGet	,	CFormTeachOutRobot	,	[GET] 언로드 공정 (아웃플립)	,	[GET] UNLOAD PROCESS (OUT-FLIP)	,	[GET] UNLOAD PROCESS (OUT-FLIP)	,	[GET] UNLOAD PROCESS (OUT-FLIP)
953	,	BtnBatchCmdUnloadPut	,	CFormTeachOutRobot	,	[PUT] 언로드 공정 (아웃플립)	,	[PUT] UNLOAD PROCESS (OUT-FLIP)	,	[PUT] UNLOAD PROCESS (OUT-FLIP)	,	[PUT] UNLOAD PROCESS (OUT-FLIP)
